,bias,bias_std_err,tau,phi_S2S,phi_C2C,phi_w,sigma
pSA_0.178343087693,-0.1318381760713932,0.2228848135461525,0.47176582924449595,0.3724352398457107,0.297033874721536,0.4687898132620766,0.8180855806528194
pSA_0.184642494290,-0.13474484319036534,0.21869755537161548,0.46967033617271725,0.37931300149077957,0.290311424821673,0.4688993117557898,0.8176893454898263
pSA_0.191164407539,-0.13420373306387523,0.2128277764841722,0.4720600273486868,0.38560118074822103,0.28098347852940314,0.46417212025459403,0.8160492708427562
pSA_0.197916686785,-0.12026263336039086,0.20845711949751944,0.4739307706938436,0.38541825007798,0.27435117225100003,0.4611360520041051,0.8130637287919462
pSA_0.204907468982,-0.10485707988787556,0.2008826553380982,0.4732068397930521,0.38233187188527434,0.26308827009633107,0.458551354079996,0.8059696989819797
pSA_0.212145178491,-0.09605984462867796,0.1866386020436038,0.4727091841128867,0.37858040753088407,0.24156222233770702,0.4554656859775484,0.7953479716920462
pSA_0.219638537242,-0.09119616763837,0.16925134400247357,0.474321316339231,0.37434683795072526,0.21482445558172414,0.4524795072563134,0.7848589156150216
pSA_0.227396575236,-0.09101275810909336,0.15396402848221472,0.47614707476336515,0.3703875857901932,0.19080594049546146,0.454652734427816,0.7791142511623345
pSA_0.235428641432,-0.08811732015155417,0.14467150704935963,0.4750177769425043,0.36670331261964845,0.17610352814942506,0.457497808271191,0.7748741220980613
pSA_0.243744415012,-0.08657782574791155,0.14515140250077002,0.47546623761933715,0.3606613840768285,0.17750835635725334,0.45994687627622854,0.7740834080724218
pSA_0.252353917043,-0.09023006543009886,0.14766526243789388,0.4767399749204318,0.3475482240208548,0.18288137733325388,0.4633950950401646,0.7721731567399732
pSA_0.261267522556,-0.10347370472851154,0.1576535816727415,0.4813871080999645,0.33633570530457496,0.1996992421833272,0.4663558852416723,0.776030188546626
pSA_0.270495973046,-0.11322222956691981,0.15629633174146748,0.48672952031643785,0.3284559179797304,0.19808962993060727,0.4681186410976214,0.7766360020192894
pSA_0.280050389418,-0.11800778154416475,0.1558010402066681,0.4908187723620587,0.3243062351848641,0.1975910088296083,0.46424879025555005,0.7750140305225595
pSA_0.289942285388,-0.12848381729520755,0.15856404813255237,0.4996053593635249,0.32642471153955516,0.20154057874941442,0.45876875098286723,0.7792598919291738
pSA_0.300183581358,-0.14146813365140953,0.16519784218800843,0.503719874502639,0.33142107422936457,0.2114136356517336,0.45531927280330725,0.7845922545742577
pSA_0.310786618778,-0.14833779827890234,0.1680276358254674,0.5075086667870783,0.3382999860992122,0.21517714606051666,0.4515310622601014,0.7887923882944163
pSA_0.321764175025,-0.15685008847190351,0.16882308848420324,0.5108881983443037,0.3426248256906154,0.21598487732885574,0.4484254944830819,0.7912859241286746
pSA_0.333129478793,-0.16295051088947804,0.1615990930540553,0.5109089092059554,0.34419203130366477,0.20452986852273558,0.4462860156471232,0.787718060475367
pSA_0.344896226041,-0.17099295877875467,0.16059518332978032,0.5084052024046074,0.341799895955886,0.20324174912496235,0.4456557616664377,0.7843591557452435
pSA_0.357078596490,-0.18753747915340147,0.16271187540527499,0.5068302056678505,0.3406041464999751,0.2067190012042721,0.4467129726226772,0.7843298205210438
pSA_0.369691270720,-0.1994480624640895,0.15582604371280315,0.5042218162822171,0.3340399068796293,0.19652180616862813,0.4466483934886558,0.7771344202317038
pSA_0.382749447852,-0.21216666048526917,0.14884801685477744,0.501374121326039,0.32566539820174395,0.18633923171334188,0.4421584412722824,0.7665900844553176
pSA_0.396268863870,-0.22011092177611424,0.1414238243738897,0.4983034560907851,0.3184254758231635,0.1752917918779332,0.43661112183420586,0.7556835329781438
pSA_0.410265810583,-0.22770689441082073,0.1396040452573188,0.49170959113544466,0.3081642379548895,0.1735999966671582,0.4342464183418206,0.7452854689677243
pSA_0.424757155254,-0.24090061248731184,0.13793248987740345,0.4844223995545921,0.29681366342861343,0.17222757210777526,0.43469804478674784,0.735790825387014
pSA_0.439760360930,-0.2541825918736129,0.13480578483399547,0.47628161206402747,0.2842040495619686,0.1686809230210777,0.43301442102088505,0.7235819638306539
pSA_0.455293507487,-0.2640603530089123,0.13164043064536338,0.47931813689537517,0.2758824271071523,0.1642854977715255,0.43198799506751934,0.720735972880416
pSA_0.471375313412,-0.27581603500122115,0.12955644224249738,0.48252308758797974,0.2768284065272213,0.16077329795839132,0.4293088682952329,0.7208444037718466
pSA_0.488025158365,-0.28813745452839534,0.13095285788827254,0.48110496090209115,0.2855028875490332,0.16231316435625295,0.42425388079368964,0.7206322230481266
pSA_0.505263106534,-0.29475019990150114,0.12695942283178274,0.47665704880920773,0.2847286971427594,0.15611688661889078,0.42221057459418304,0.714777325285884
pSA_0.523109930806,-0.30416178135968147,0.1196798756526482,0.46882602502532106,0.2741575925458232,0.1456144486863439,0.42032511981805853,0.7020235048115253
pSA_0.541587137808,-0.3182858031389717,0.11254598305899045,0.4646306476317708,0.2641634380384094,0.13509964506652156,0.4159300401771981,0.6905893665079829
pSA_0.560716993821,-0.3257198563581514,0.10587748585750084,0.46227359440562205,0.259130162244733,0.12462186029045148,0.41227560745410946,0.6828961133536953
pSA_0.580522551609,-0.32879575251181925,0.10223484707584962,0.4584190456597935,0.2607307625821012,0.11847829999509221,0.4066496337281016,0.6764093318111498
